szó	tokenszám	nyelv
nem	861648	hu
;	824978	hu
bizottság	766893	hu
amely	752692	hu
ez	740336	hu
európai	712062	hu
3	670176	hu
rendelet	615235	hu
e	563391	hu
vonatkozó	520859	hu
4	496711	hu
bekezdés	485564	hu
egy	465479	hu
ek	431801	hu
5	411680	hu
i	411315	hu
eset	403639	hu
is	401054	hu
által	375738	hu
szóló	355178	hu
valamint	349025	hu
alap	332966	hu
meg	332389	hu
rész	324284	hu
megfelelő	317484	hu
c	316340	hu
határozat	305381	hu
6	304857	hu
ad	297378	hu
intézkedés	296017	hu
való	295262	hu
tekintet	291713	hu
pont	288522	hu
eu	286231	hu
támogatás	281784	hu
eljárás	272643	hu
ami	271628	hu
%	265305	hu
tagállam	259329	hu
olyan	255303	hu
hatóság	253399	hu
unió	253341	hu
szám	253004	hu
lesz	246300	hu
termék	243622	hu
van	243156	hu
o	242081	hu
7	239378	hu
ha	238556	hu
irányelv	236378	hu
b	234570	hu
melléklet	228337	hu
aki	226562	hu
történő	224257	hu
hl	223576	hu
említ	223250	hu
szerin	223098	hu
rendszer	222182	hu
rendelkezés	219202	hu
érdek	218734	hu
cél	216856	hu
következő	213674	hu
tanács	213220	hu
l	212290	hu
meghatároz	208828	hu
terület	205465	hu
mind	202904	hu
uniós	200234	hu
8	195040	hu
pénzügyi	194564	hu
fél	194306	hu
megállapodás	193340	hu
10	193276	hu
tanácsi	191567	hu
tesz	186283	hu
sor	181909	hu
vesz	178403	hu
áll	173904	hu
illet	173311	hu
információ	172868	hu
gazdasági	171755	hu
más	170566	hu
érint	168387	hu
nemz	167033	hu
ország	166546	hu
eszköz	164600	hu
év	163063	hu
12	162964	hu
0	162042	hu
kapcsolatos	160586	hu
szerződés	160295	hu
tevékenység	159894	hu
9	158933	hu
különös	158227	hu
teljes	157987	hu
2006	157895	hu
nyújt	157598	hu
vizsgálat	155746	hu
program	154600	hu
—	153947	hu
jog	153401	hu
2013	151246	hu
egyéb	150534	hu
sok	149661	hu
amennyi	147587	hu
tagáll	146716	hu
között	146396	hu
három	145660	hu
el	145554	hu
költség	145304	hu
feltétel	144797	hu
szerinti	144355	hu
alkalmazás	142954	hu
szükséges	141394	hu
új	140844	hu
további	140558	hu
figyelem	139846	hu
11	138564	hu
közötti	138360	hu
szolgáltatás	136469	hu
hatály	135286	hu
2009	134905	hu
keret	133452	hu
arra	133289	hu
alkalmaz	132465	hu
biztosít	132387	hu
időszak	132078	hu
de	130895	hu
2008	130583	hu
végrehajtás	129449	hu
összhang	129105	hu
2014	129094	hu
be	127894	hu
egyes	127027	hu
közös	126892	hu
nagy	126457	hu
szabály	125834	hu
módosítás	125544	hu
2004	125260	hu
vállalkozás	124705	hu
követelmény	124625	hu
követő	124595	hu
összeg	124151	hu
kérelem	123498	hu
úgy	122049	hu
2007	121196	hu
ellenőrzés	120378	hu
szervezet	119005	hu
alá	116854	hu
15	115931	hu
anyag	115682	hu
…	115384	hu
ii	114854	hu
ár	114770	hu
]	113571	hu
közösség	113464	hu
[	113217	hu
személy	113006	hu
piac	112923	hu
tartozó	112553	hu
2012	111588	hu
ügy	111513	hu
évi	111187	hu
szint	110655	hu
jelentés	110069	hu
amint	109502	hu
d	105778	hu
csak	105726	hu
2005	105685	hu
ilyen	105554	hu
2011	104756	hu
20	102959	hu
kötelezettség	102928	hu
m	102650	hu
hoz	101836	hu
december	101750	hu
szakasz	101213	hu
megállapít	100638	hu
kapcsolat	100440	hu
én	100126	hu
általános	99652	hu
13	99359	hu
sz	99190	hu
irányuló	98889	hu
belül	98825	hu
jogi	98804	hu
szereplő	98671	hu
30	98418	hu
valamennyi	98332	hu
közösségi	98222	hu
alábbi	98143	hu
fel	97888	hu
szöveg	97587	hu
hatás	97553	hu
elfogad	97336	hu
hely	96979	hu
parlament	96848	hu
származó	95206	hu
alkalmazandó	95110	hu
14	93556	hu
összes	93341	hu
t	92702	hu
2015	92629	hu
2010	92230	hu
jármű	91602	hu
kerül	91585	hu
használ	91473	hu
alább	91448	hu
előír	90802	hu
mód	90446	hu
értelem	90102	hu
foglal	89794	hu
előirányzat	88905	hu
eredmény	88891	hu
2016	88532	hu
16	88449	hu
nap	87751	hu
példa	87181	hu
értékelés	86871	hu
illetékes	86613	hu
parlamenti	86010	hu
eur	85613	hu
lehető	85501	hu
ágazat	85346	hu
bíróság	85104	hu
továbbá	85012	hu
vélemény	84587	hu
31	84020	hu
bizottsági	83530	hu
nemzetközi	82929	hu
javaslat	82517	hu
17	82354	hu
18	80898	hu
jelentős	80182	hu
tárgy	80162	hu
p	80141	hu
biztosítás	80077	hu
gyártó	79959	hu
állami	79894	hu
2003	79643	hu
végez	79618	hu
lép	79478	hu
tartalmaz	78365	hu
lát	78251	hu
25	77625	hu
piaci	77585	hu
21	77422	hu
adat	77171	hu
projekt	76998	hu
meghatározás	76936	hu
alatt	76834	hu
közvetlen	76128	hu
benyújt	75488	hu
megállapítás	75445	hu
előírás	75292	hu
rendelkezik	75285	hu
lehetőség	74973	hu
képviselő	74771	hu
intézmény	74605	hu
idő	74130	hu
kapcsolódó	73307	hu
védelem	73059	hu
helyzet	72722	hu
engedély	72452	hu
egk	72290	hu
álló	72288	hu
két	72054	hu
kérdés	71481	hu
felperes	71361	hu
cím	70884	hu
2002	70618	hu
kér	70279	hu
módszer	70252	hu
határoz	70073	hu
tag	70013	hu
költségvetési	69570	hu
kiadás	69440	hu
akkor	69438	hu
csoport	69288	hu
maga	68908	hu
módosít	68814	hu
június	68793	hu
2017	68760	hu
tart	68709	hu
19	68198	hu
együttműködés	67892	hu
pedig	67655	hu
terv	67403	hu
kívül	67370	hu
rendelkező	67304	hu
belső	67302	hu
át	67245	hu
régió	67083	hu
azonban	67028	hu
22	66812	hu
szociális	66446	hu
támogatási	66202	hu
köztársaság	65582	hu
éves	64919	hu
án	64666	hu
kockázat	64622	hu
hivatalos	64184	hu
szempont	63851	hu
vállalat	63773	hu
egység	63586	hu
egszb	63362	hu
időpont	63200	hu
23	63169	hu
24	63150	hu
nélkül	63126	hu
július	63105	hu
név	63105	hu
k	62964	hu
regionális	61964	hu
mezőgazdasági	61951	hu
előtt	61844	hu
végrehajtási	61560	hu
mérte	61555	hu
felhasználás	61434	hu
elv	61324	hu
működés	60930	hu
kap	60845	hu
29	60829	hu
kifizetés	60722	hu
már	60528	hu
vég	60344	hu
használat	59859	hu
január	59822	hu
beleért	59813	hu
szolgáló	59685	hu
kötelezettségvállalás	59643	hu
kezelés	59458	hu
Ben	59270	hu
biztonsági	59185	hu
vonatkozik	59093	hu
válasz	58810	hu
október	58715	hu
jogszabály	58715	hu
fontos	58568	hu
sem	58566	hu
még	58560	hu
dokumentum	58380	hu
egész	58135	hu
köz	57938	hu
eb	57932	hu
szükség	57903	hu
forrás	57593	hu
hozzájárulás	57449	hu
forma	57431	hu
március	57173	hu
n	56996	hu
magas	56949	hu
ügynökség	56893	hu
2001	56764	hu
fejezet	56759	hu
vizsgálati	56533	hu
26	56460	hu
mennyiség	56146	hu
költségvetés	56124	hu
politika	56055	hu
javasol	56001	hu
saját	55980	hu
s	55776	hu
28	55672	hu
előzetes	55654	hu
létrehozás	55594	hu
megjegyzés	55495	hu
folytat	55480	hu
iii	55331	hu
mellett	54899	hu
27	54840	hu
helyi	54390	hu
hatékony	54254	hu
kereskedelmi	53934	hu
f	53880	hu
behozatal	53778	hu
szerv	53741	hu
május	53696	hu
x	53656	hu
hasonló	53636	hu
+	53555	hu
bank	53457	hu
november	53441	hu
folyamat	53284	hu
nincs	53184	hu
egyedi	53168	hu
célkitűzés	52800	hu
jogalap	52627	hu
kettő	52607	hu
szolgál	52310	hu
április	52291	hu
g	52160	hu
minta	52135	hu
elnök	52123	hu
berendezés	52078	hu
után	52005	hu
történik	51691	hu
érte	51650	hu
feljebb	51330	hu
ig	51291	hu
különböző	51101	hu
szó	50978	hu
tervez	50767	hu
tartozik	50304	hu
rév	49921	hu
műszaki	49848	hu
tér	49778	hu
lévő	49652	hu
ok	49525	hu
bármely	49507	hu
millió	49316	hu
es	49071	hu
számít	48992	hu
kivétel	48884	hu
halászati	48590	hu
iránti	48555	hu
egyik	48504	hu
fő	48446	hu
egyesül	48345	hu
szeptember	48256	hu
100	48228	hu
alapuló	48190	hu
alapvető	47943	hu
bizonyos	47938	hu
ellenőrzési	47845	hu
egt	47634	hu
gyakorlat	47379	hu
ítélet	47257	hu
fog	47225	hu
2000	47209	hu
egészségügyi	47093	hu
érték	46992	hu
megfelel	46943	hu
kel	46934	hu
iránymutatás	46655	hu
stratégia	46568	hu
miatt	46444	hu
=	46329	hu
hajó	46150	hu
2018	46103	hu
korai	46075	hu
elfogadás	46002	hu
50	45805	hu
nyilatkozat	45775	hu
művelet	45524	hu
központi	45518	hu
élelmiszer	45507	hu
jelent	45492	hu
jó	45308	hu
kötelező	45295	hu
támogat	45148	hu
törvényszék	45029	hu
valamely	44926	hu
vonatkozás	44777	hu
hónap	44753	hu
ér	44694	hu
február	44667	hu
kizárólag	44594	hu
kritérium	44454	hu
korlátozás	44362	hu
jegyzőkönyv	44253	hu
ajánlás	44142	hu
így	44094	hu
külső	43929	hu
út	43816	hu
01	43655	hu
észrevétel	43592	hu
kiegészítő	43490	hu
teljesítés	43286	hu
jellemző	43055	hu
található	43023	hu
másik	42694	hu
független	42680	hu
előállítás	42640	hu
kontra	42610	hu
hozzáférés	42580	hu
szem	42517	hu
határidő	42491	hu
típus	42481	hu
eltérő	42379	hu
táblázat	42353	hu
os	42340	hu
finanszírozás	42268	hu
ideiglenes	42176	hu
egységes	42162	hu
vizsgál	41784	hu
ban	41726	hu
kód	41497	hu
jel	41389	hu
hatáskör	41281	hu
tekint	41120	hu
ahol	41077	hu
kivesz	41064	hu
emberi	40990	hu
elő	40891	hu
engedélyez	40689	hu
előterjeszt	40676	hu
hivatal	40602	hu
légi	40572	hu
felelős	40550	hu
kategória	40435	hu
időtartam	40431	hu
fogyasztó	40405	hu
állam	40136	hu
alacsony	40018	hu
különleges	39997	hu
fejlesztés	39934	hu
határ	39924	hu
társadalmi	39898	hu
hiány	39784	hu
feladat	39732	hu
forgalom	39435	hu
szintű	39374	hu
fenti	39210	hu
lap	39164	hu
hálózat	39031	hu
tényleges	39001	hu
hangsúlyoz	38919	hu
köt	38734	hu
részvétel	38719	hu
v	38663	hu
kibocsátás	38563	hu
biztonság	38548	hu
díj	38497	hu
csökkentés	38448	hu
vevő	38373	hu
kör	38297	hu
ülés	38245	hu
elem	38147	hu
egyezmény	38039	hu
képes	37987	hu
körülmény	37983	hu
1999	37861	hu
munka	37685	hu
elektronikus	37654	hu
politikai	37576	hu
királyság	37563	hu
ismer	37509	hu
beruházás	37498	hu
elleni	37484	hu
termelő	37355	hu
aktus	37273	hu
részletes	37256	hu
javítás	37255	hu
értesítés	37190	hu
végleges	37164	hu
40	37121	hu
tartalmazó	36978	hu
ügylet	36808	hu
tájékoztatás	36807	hu
felülvizsgálat	36580	hu
következtetés	36496	hu
tud	36412	hu
jegyzék	36240	hu
vél	36233	hu
megad	36135	hu
arány	36092	hu
szerep	36059	hu
belüli	35936	hu
02	35741	hu
gyakorol	35720	hu
érdekel	35695	hu
hosszú	35489	hu
tájékoz	35326	hu
kg	35305	hu
forgó	35186	hu
közlemény	35157	hu
felhatalmazás	35115	hu
felügyeleti	34932	hu
h	34871	hu
vezet	34745	hu
kereszt	34689	hu
növekedés	34629	hu
felel	34554	hu
nyilvántartás	34255	hu
igény	33701	hu
kezdeményezés	33626	hu
összefüggés	33572	hu
ők	33340	hu
üzleti	33334	hu
földrajzi	33315	hu
jóváhagyás	33278	hu
tétel	33219	hu
gazdaság	33116	hu
víz	33113	hu
ideért	33084	hu
iv	33073	hu
32	33070	hu
változás	33047	hu
nyel	33026	hu
száj	33015	hu
szabad	33000	hu
szállítás	32993	hu
felhasznál	32970	hu
leírás	32936	hu
külön	32936	hu
alperes	32847	hu
?	32744	hu
kereskedelem	32669	hu
en	32545	hu
állít	32472	hu
pl	32458	hu
kereset	32430	hu
felsorol	32330	hu
előny	32315	hu
döntés	32286	hu
társaság	32241	hu
elemzés	32116	hu
fenntartható	32098	hu
halad	31990	hu
fejlesztési	31969	hu
kicsi	31961	hu
kérelmező	31853	hu
készül	31772	hu
tényező	31708	hu
nyom	31616	hu
továbbra	31600	hu
védjegy	31507	hu
igen	31409	hu
korlátoz	31383	hu
albekezdés	31363	hu
illető	31312	hu
minősül	31309	hu
von	31290	hu
végrehajt	31269	hu
szán	31265	hu
képez	31195	hu
részesedés	31151	hu
teljesít	31099	hu
le	30974	hu
szabályzat	30941	hu
kormány	30938	hu
2020	30912	hu
r	30884	hu
testület	30765	hu
értékesítés	30640	hu
tisztviselő	30630	hu
helyezés	30563	hu
összefonódás	30552	hu
bevétel	30422	hu
*	30378	hu
megelőző	30347	hu
állapít	30313	hu
com	30201	hu
jár	30158	hu
szerepel	30136	hu
lehetséges	30107	hu
munkavállaló	30045	hu
együtt	30009	hu
szabvány	29826	hu
technikai	29788	hu
technológia	29788	hu
közzététel	29763	hu
jogosul	29743	hu
bevezetés	29670	hu
tartalom	29647	hu
törvény	29631	hu
kötelez	29499	hu
adó	29435	hu
fejlődés	29333	hu
létesítmény	29312	hu
preambulumbekezdés	29262	hu
minőség	29242	hu
szabályozás	29235	hu
nő	29216	hu
egyértelmű	29211	hu
indokol	29191	hu
vám	29184	hu
jelenlegi	29139	hu
tengeri	29070	hu
ellenőriz	29044	hu
fogad	29042	hu
foglalkozó	29033	hu
konkrét	28981	hu
euratom	28976	hu
tudományos	28915	hu
térség	28875	hu
irányítás	28773	hu
egymás	28771	hu
létrehoz	28718	hu
számú	28716	hu
meglévő	28704	hu
általi	28699	hu
eredeti	28669	hu
rögzít	28636	hu
mm	28581	hu
kapacitás	28554	hu
környezet	28354	hu
jobb	28333	hu
energia	28316	hu
képzés	28208	hu
hivatkozik	28192	hu
számvevőszék	28170	hu
kíván	28084	hu
jóváhagy	28060	hu
kutatási	28059	hu
természetes	28053	hu
szolgáltató	28043	hu
jelleg	27939	hu
mechanizmus	27881	hu
négy	27773	hu
majd	27761	hu
többi	27745	hu
esetleges	27562	hu
04	27523	hu
'	27501	hu
elvégez	27437	hu
ugyanaz	27371	hu
szakértő	27316	hu
állandó	27287	hu
j	27196	hu
mutat	27092	hu
kezel	27057	hu
vezető	27057	hu
ekb	27026	hu
értékel	26993	hu
megvalósítás	26863	hu
05	26845	hu
szolgálat	26840	hu
verseny	26718	hu
késő	26708	hu
bejelent	26618	hu
60	26618	hu
euro	26618	hu
maximális	26600	hu
eltérés	26506	hu
termelés	26261	hu
infrastruktúra	26260	hu
készít	26155	hu
kialakítás	26127	hu
35	26107	hu
ensz	26054	hu
ellátás	26040	hu
számos	25995	hu
személyes	25961	hu
90	25957	hu
osztály	25921	hu
hivatkozás	25904	hu
helyez	25872	hu
németország	25861	hu
francia	25842	hu
megközelítés	25837	hu
mér	25812	hu
felhív	25768	hu
°	25758	hu
elismer	25729	hu
elér	25721	hu
érintő	25697	hu
működési	25654	hu
bejelentés	25613	hu
brüsszelben	25607	hu
kár	25453	hu
bizonyíték	25439	hu
00	25402	hu
bocsát	25386	hu
ír	25384	hu
elérés	25379	hu
kínai	25352	hu
ne	25313	hu
fizet	25268	hu
azaz	25218	hu
csökkent	25153	hu
ugyanakkor	25028	hu
03	25027	hu
hitel	24901	hu
igazgatási	24639	hu
tőke	24618	hu
36	24575	hu
folyamatos	24538	hu
ellen	24529	hu
lista	24461	hu
jelenleg	24454	hu
válik	24428	hu
álláspont	24427	hu
személyzet	24410	hu
megsértés	24396	hu
hatálybalépés	24383	hu
repülőtér	24381	hu
jut	24310	hu
amilyen	24268	hu
eljárási	24202	hu
felhasználó	24178	hu
egyetlen	24118	hu
fellépés	24102	hu
gyártás	24060	hu
üzem	23968	hu
élő	23907	hu
segítség	23856	hu
szerződő	23851	hu
33	23776	hu
működő	23772	hu
tagállami	23633	hu
hozzájárul	23594	hu
rövid	23546	hu
probléma	23541	hu
okoz	23505	hu
teljesítmény	23491	hu
erőforrás	23456	hu
eumsz	23405	hu
felelősség	23387	hu
45	23351	hu
faj	23316	hu
amíg	23311	hu
feldolgozás	23309	hu
felügyelet	23298	hu
hat	23228	hu
környezetvédelmi	23220	hu
értesít	23217	hu
átfogó	23212	hu
ipari	23190	hu
befektetési	23094	hu
előtti	23082	hu
megerősít	23044	hu
környezeti	23041	hu
ra	23025	hu
kutatás	23008	hu
konzultáció	23007	hu
lépés	22996	hu
érvényes	22964	hu
nevében	22954	hu
benyújtás	22933	hu
lét	22891	hu
jellegű	22860	hu
exportáló	22842	hu
közigazgatási	22798	hu
ellenőrző	22785	hu
számla	22773	hu
70	22727	hu
as	22701	hu
átlagos	22555	hu
öt	22554	hu
azonos	22532	hu
minimális	22498	hu
várható	22470	hu
rendszeres	22462	hu
előmozdítás	22379	hu
eredő	22347	hu
alkalmazott	22338	hu
87	22296	hu
mutató	22295	hu
lényeges	22261	hu
megoldás	22251	hu
34	22240	hu
beruházási	22173	hu
96	22092	hu
társadalom	22052	hu
oldal	22048	hu
nyújtás	22025	hu
függelék	21995	hu
hagy	21981	hu
európa	21942	hu
szakmai	21909	hu
szembeni	21883	hu
of	21881	hu
standard	21878	hu
takarmány	21875	hu
alaprendelet	21831	hu
döntéshozatal	21766	hu
átmeneti	21762	hu
kérés	21735	hu
kiigazítás	21694	hu
06	21668	hu
augusztus	21635	hu
ítél	21612	hu
célzó	21583	hu
nettó	21562	hu
engedélyezés	21519	hu
kis	21477	hu
megfelelés	21460	hu
95	21414	hu
kidolgozás	21381	hu
tömeg	21358	hu
működik	21340	hu
kijelöl	21261	hu
bizonyítvány	21192	hu
üzemeltető	21174	hu
http	21166	hu
szerez	21165	hu
fenntartás	21163	hu
származik	21143	hu
biztosító	21132	hu
polgár	21122	hu
kölcsönös	21119	hu
08	21110	hu
37	21093	hu
stb	21087	hu
megerősítés	21072	hu
fogyasztás	21046	hu
kedvezményezett	21025	hu
feltüntet	21024	hu
értékpapír	21016	hu
re	21003	hu
marad	20993	hu
követ	20962	hu
tisztelet	20949	hu
releváns	20913	hu
98	20874	hu
azonosító	20837	hu
csökken	20814	hu
alkalmas	20769	hu
92	20728	hu
93	20680	hu
polgári	20583	hu
övezet	20574	hu
kevés	20569	hu
garancia	20561	hu
hatékonyság	20555	hu
43	20530	hu
köteles	20522	hu
határérték	20484	hu
39	20440	hu
elutasít	20432	hu
hanem	20402	hu
80	20374	hu
utal	20366	hu
kívüli	20357	hu
aktív	20320	hu
fennálló	20300	hu
veszteség	20283	hu
07	20255	hu
állásfoglalás	20172	hu
teljesül	20157	hu
beszámoló	20108	hu
fellebbezési	20075	hu
pontos	20035	hu
típusú	20022	hu
jelez	20011	hu
súlyos	20005	hu
üdvözöl	19980	hu
motor	19977	hu
feltesz	19962	hu
általában	19956	hu
betegség	19947	hu
kezd	19911	hu
kkv	19884	hu
elegendő	19859	hu
együttes	19850	hu
ellát	19810	hu
ösztönöz	19801	hu
figyelembevétel	19790	hu
partner	19784	hu
ügyvéd	19766	hu
kiszámítás	19687	hu
hiba	19682	hu
erre	19678	hu
megjegyez	19677	hu
közlekedési	19546	hu
alkatrész	19518	hu
kifejez	19508	hu
hőmérséklet	19490	hu
jelzés	19448	hu
tény	19437	hu
kiemel	19437	hu
távú	19347	hu
fiatal	19323	hu
akár	19273	hu
központ	19237	hu
hozzá	19211	hu
hulladék	19205	hu
tonna	19139	hu
kellő	19129	hu
felhívás	19080	hu
tartó	19061	hu
közzétesz	19003	hu
kifejezett	18987	hu
képesség	18925	hu
franciaország	18896	hu
vi	18891	hu
felső	18859	hu
91	18843	hu
finanszírozási	18782	hu
alkalmazható	18759	hu
75	18729	hu
elsősorban	18723	hu
fedezés	18706	hu
38	18659	hu
igazolás	18626	hu
adatvédelmi	18623	hu
módos	18614	hu
megnevezés	18602	hu
kimutatás	18582	hu
jelöl	18562	hu
együttműködési	18557	hu
dömpingellenes	18546	hu
széles	18530	hu
46	18497	hu
48	18481	hu
44	18461	hu
elektromos	18426	hu
the	18403	hu
tekinthető	18388	hu
megelőzés	18363	hu
mentesség	18359	hu
nélküli	18330	hu
nak	18297	hu
hajt	18266	hu
civil	18203	hu
termelési	18197	hu
oktatás	18131	hu
tartás	18088	hu
efta	18081	hu
halászat	18054	hu
94	18031	hu
42	18018	hu
09	18005	hu
függő	17944	hu
65	17915	hu
célú	17908	hu
emellett	17907	hu
védelmi	17895	hu
2019	17877	hu
vállal	17866	hu
fenntart	17865	hu
felad	17838	hu
foglalkozik	17805	hu
tartomány	17799	hu
fen	17787	hu
mérés	17752	hu
vissza	17730	hu
azonosítás	17722	hu
meghaladó	17704	hu
veszély	17699	hu
viselés	17696	hu
gáz	17695	hu
tárgyalás	17692	hu
körű	17674	hu
ügyfél	17643	hu
befektetés	17582	hu
gyermek	17582	hu
című	17555	hu
állomány	17550	hu
97	17535	hu
europa	17530	hu
segít	17528	hu
össze	17509	hu
globális	17502	hu
növelés	17489	hu
jétől	17414	hu
kulturális	17406	hu
különbség	17402	hu
képező	17393	hu
növény	17388	hu
tanácsadó	17372	hu
előállít	17356	hu
la	17353	hu
modell	17298	hu
hagyományos	17297	hu
átnyúló	17271	hu
&	17270	hu
tehát	17242	hu
önkormányzat	17233	hu
hét	17232	hu
41	17225	hu
rendes	17183	hu
meghalad	17166	hu
nyilvánosság	17140	hu
dátum	17111	hu
megvizsgál	17101	hu
egyenlő	17096	hu
elérhető	17068	hu
vegyes	17055	hu
mentes	17051	hu
értelmez	17031	hu
állítás	17023	hu
szabályoz	17003	hu
erőfeszítés	17000	hu
integrál	16994	hu
közöl	16979	hu
53	16971	hu
eredményez	16971	hu
nyer	16960	hu
foglalkoztatás	16928	hu
digitális	16918	hu
leír	16917	hu
végső	16900	hu
készülék	16890	hu
alpont	16861	hu
információs	16831	hu
kedvezményez	16800	hu
biztosíték	16782	hu
megindítás	16768	hu
küzdelem	16725	hu
49	16703	hu
vámtarifaszám	16699	hu
cselekvési	16668	hu
nyilvános	16667	hu
előző	16654	hu
szabályozási	16633	hu
kitettség	16624	hu
vasúti	16615	hu
külföldi	16539	hu
olaszország	16537	hu
zár	16533	hu
növel	16531	hu
stratégiai	16527	hu
fedez	16517	hu
mg	16516	hu
bármilyen	16504	hu
dönt	16482	hu
továbbít	16460	hu
gondoskodik	16453	hu
címez	16450	hu
érv	16439	hu
prioritás	16433	hu
szabadság	16396	hu
ezenkívül	16393	hu
felül	16391	hu
hozatal	16370	hu
kal	16345	hu
ahogyan	16341	hu
77	16340	hu
esemény	16327	hu
vonatkozású	16323	hu
állati	16311	hu
ltd	16310	hu
követés	16306	hu
kapcsán	16300	hu
állampolgár	16280	hu
kihirdetés	16263	hu
felkér	16260	hu
operatív	16228	hu
fordít	16226	hu
szabályozó	16213	hu
tüntet	16128	hu
88	16127	hu
közlekedés	16089	hu
55	16087	hu
and	16075	hu
okmány	16046	hu
egészség	16037	hu
gazdálkodó	16033	hu
irány	16015	hu
minősít	15946	hu
néz	15944	hu
alcím	15929	hu
elsődleges	15894	hu
igazol	15869	hu
jelen	15861	hu
kikötő	15855	hu
differenciál	15855	hu
szoros	15854	hu
választ	15848	hu
tapasztalat	15825	hu
strukturális	15806	hu
elismerés	15797	hu
ipar	15782	hu
küld	15737	hu
származási	15721	hu
emlékez	15696	hu
következte	15687	hu
funkció	15683	hu
tanulmány	15665	hu
dolgoz	15586	hu
számítás	15585	hu
statisztikai	15579	hu
99	15565	hu
51	15518	hu
56	15475	hu
mértékű	15466	hu
fenn	15461	hu
54	15453	hu
kkbp	15433	hu
valós	15413	hu
elsőfokú	15386	hu
felé	15360	hu
aláírás	15340	hu
dokumentáció	15327	hu
ő	15266	hu
óta	15253	hu
sérelem	15243	hu
párbeszéd	15215	hu
hatóanyag	15194	hu
tüzelőanyag	15177	hu
alkalmazási	15149	hu
székhely	15135	hu
co	15127	hu
technológiai	15124	hu
től	15122	hu
utóbbi	15096	hu
átláthatóság	15092	hu
nek	15091	hu
nyelv	15085	hu
számviteli	15085	hu
elég	15067	hu
kibocsátási	15065	hu
alól	14999	hu
ot	14996	hu
segítségnyújtás	14985	hu
szállítási	14983	hu
egészül	14983	hu
vétel	14964	hu
ohim	14955	hu
gmbh	14950	hu
megenged	14929	hu
fizetési	14908	hu
gyors	14907	hu
adalékanyag	14886	hu
haladéktalan	14877	hu
járó	14876	hu
indokolás	14861	hu
néhány	14834	hu
felmerül	14832	hu
kibocsátó	14830	hu
elvégzés	14829	hu
létrehozó	14822	hu
kiad	14788	hu
innováció	14777	hu
negatív	14766	hu
változat	14742	hu
friss	14739	hu
mindegyik	14718	hu
sa	14711	hu
61	14676	hu
felmerülő	14666	hu
állapot	14634	hu
gyakori	14603	hu
területi	14599	hu
ajánlat	14597	hu
importőr	14596	hu
befolyásol	14594	hu
magyarázat	14571	hu
bevezet	14564	hu
szén	14551	hu
jogalkotási	14511	hu
bizalmas	14483	hu
épület	14458	hu
ajánl	14451	hu
47	14450	hu
tanúsítvány	14447	hu
kölcsön	14445	hu
reform	14436	hu
biztosítási	14422	hu
biztonságos	14380	hu
ellenére	14379	hu
tartalék	14378	hu
minőségi	14358	hu
áru	14353	hu
következmény	14309	hu
mindkét	14298	hu
www	14285	hu
olasz	14253	hu
85	14240	hu
magyar	14238	hu
for	14232	hu
alatti	14232	hu
becslés	14224	hu
tölt	14209	hu
iso	14186	hu
koncentráció	14181	hu
készítmény	14168	hu
kihívás	14147	hu
szerkezetátalakítási	14135	hu
támogatható	14127	hu
nyereség	14097	hu
végzés	14084	hu
szokásos	14079	hu
pályázat	14076	hu
kibocsát	14045	hu
visel	14027	hu
kamat	14003	hu
megszüntetés	13998	hu
tulajdon	13990	hu
52	13952	hu
tovább	13951	hu
’	13938	hu
pozitív	13935	hu
vegyi	13913	hu
támogató	13893	hu
felülvizsgálati	13854	hu
létrejön	13840	hu
kockázati	13834	hu
1998	13830	hu
túl	13812	hu
cpc	13773	hu
kifejezés	13772	hu
résztvevő	13770	hu
adminisztratív	13768	hu
kivitel	13766	hu
sziget	13760	hu
jogcímcsoport	13693	hu
finanszíroz	13685	hu
szerkezet	13684	hu
oszlop	13676	hu
kísérleti	13643	hu
csatol	13603	hu
ugyanez	13598	hu
nyelvű	13593	hu
befektető	13592	hu
bejegyzés	13577	hu
pályázati	13572	hu
becsül	13558	hu
di	13545	hu
összefüggő	13544	hu
szer	13542	hu
hiányosság	13539	hu
egyenértékű	13521	hu
<	13518	hu
biztos	13499	hu
partnerség	13463	hu
részesül	13445	hu
értékelési	13433	hu
spanyolország	13429	hu
>	13426	hu
teher	13423	hu
szavazás	13414	hu
vállalkozó	13400	hu
ezáltal	13387	hu
fény	13386	hu
visszatérítés	13378	hu
következés	13378	hu
inka	13375	hu
gép	13365	hu
terjed	13356	hu
csomagolás	13353	hu
ismeret	13352	hu
tömegszázalék	13341	hu
jelentőség	13332	hu
tranzakció	13269	hu
válság	13259	hu
felszólít	13257	hu
gdp	13236	hu
képvisel	13231	hu
89	13224	hu
eltér	13220	hu
tervezet	13200	hu
számadat	13199	hu
in	13195	hu
hátrányos	13186	hu
kiegészítés	13182	hu
értelmezés	13179	hu
főigazgatóság	13175	hu
követelés	13172	hu
összegű	13171	hu
megtesz	13169	hu
hatályos	13165	hu
belföldi	13147	hu
bizonyít	13134	hu
javít	13126	hu
legutóbb	13074	hu
fokoz	13061	hu
összetevő	13055	hu
59	13053	hu
bevét	13034	hu
tilalom	13027	hu
58	13015	hu
tudomás	13007	hu
68	12999	hu
72	12996	hu
keverék	12983	hu
fajta	12977	hu
végrehajtó	12974	hu
kezdet	12968	hu
km	12941	hu
képzési	12935	hu
szakpolitikai	12885	hu
